Election Location,Office Name,FirstName,LastName,State
FL,SH D66,Nick,Clemente,FL
FL,SH D83,Danika,Fornear,FL
FL,SH D86,Alberto,Hernandez,FL
FL,SH D100,Jim,Brenner,FL
FL,SH D102,"Mery
Mery",Lopez-Palma,FL
FL,SH D106,Moe,Saunders Scott,FL
FL,SH D113,Jacqueline,Gross-Kellogg,FL
FL,SH D113,Vicki,Lopez,FL
FL,SH D114,Matthew,Bornstein,FL
FL,SH D116,Nicolas,Ramos,FL
Rutland City,Justice Of The Peace,Phil,Beauchamp,VT
Rutland City,Justice Of The Peace,Chris,Bove,VT
Rutland City,Justice Of The Peace,Geraldine,Burke,VT
Rutland City,Justice Of The Peace,Bill,Burke,VT
FL,SH D118,Joel,Vodola,FL
Rutland City,Justice Of The Peace,Paul,Clifford,VT
Rutland City,Justice Of The Peace,Norman,Cohen,VT
Rutland City,Justice Of The Peace,Clare,Coppock,VT
Rutland City,Justice Of The Peace,Larry,Cupoli,VT
Rutland City,Justice Of The Peace,Tom,Donahue,VT
Rutland City,Justice Of The Peace,Peter,Fagan,VT
Rutland City,Justice Of The Peace,Julian,Fenn,VT
Rutland City,Justice Of The Peace,Peg,Flory,VT
Rutland City,Justice Of The Peace,Doug,Gage,VT
Rutland City,Justice Of The Peace,Sandra,Gartner,VT
Rutland City,Justice Of The Peace,William,Gillam,VT
Rutland City,Justice Of The Peace,Russell,Glitman,VT
Rutland City,Justice Of The Peace,Cheryl,Hooker,VT
Rutland City,Justice Of The Peace,George,Hooker,VT
Rutland City,Justice Of The Peace,Mary,Howard,VT
Rutland City,Justice Of The Peace,Paula,Lannon,VT
Rutland City,Justice Of The Peace,Mary,Marro,VT
Rutland City,Justice Of The Peace,John,Pedone,VT
Rutland City,Justice Of The Peace,Carrie,Savage,VT
Rutland City,Justice Of The Peace,Maureen,Sullivan,VT
Rutland City,Justice Of The Peace,Christina,Sweet,VT
Rutland City,Justice Of The Peace,John,Welch,VT
South Burlington,Justice Of The Peace,Donna,Kinville,VT
Springfield,Justice Of The Peace,Ernest,Lamphere,VT
WY,SH D28,Larry,Alwin,WY
WY,SH D29,Ken,Pendergraft,WY
WY,SH D29,Martha,Wright,WY
WY,SH D60,Carmen,Whitehead,WY
AK,SH D40,Saima,Chase,AK
Fort Lauderdale,Council D1,John,Herbst,FL
North Miami Beach,Commissioner Seat 7,Eunice,Flowers,FL
Fremont,Council D6,Raymond,Liu,CA
